name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
the-prince-of-tennis-ii,Run with the Wind::Hinomaru Sumo::MAJOR 2nd::Yowamushi Pedal New Generation,"
            Middle school students fought fiercely against one another in a national tournament. 
Now, 50 chosen representatives return to fight again as high school students! 
 
The stage is the U-17 (Under Seventeen) Japanese Representative Training Camp. 
Middle school students have been invited for the first time to a camp known to produce the best Japanese tennis players. National champions from Seigaku, Hyotei, Rikkai, Shitenhoji... With all the rivals from the national tournament attending, everyone eagerly awaits their reunion. 
 
At first, the middle schoolers do not expect much from their high school opponents. However, the training camp is not so easy! 
 
Athletes with skills incomparable to those they previously faced and their mysterious coach appear before them. Faced with numerous demanding challenges, can the middle schoolers survive in this meritocratic training camp? 
 
The new chapter of ""Prince of Tennis"" begins here! 
The curtain rises on a new stage--
          ",ADK::anime::sports::tennis::prince of tennis ii::tennis no oujisama::ryoma echizen::new prince of tennis::shin tennis no oujisama::shounen,22,4.5,5,8,16,42,343
the-prince-of-tennis-ii-ova-vs-genius-10,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
          Ryoma and his friends face off against their strongest opponents yet, the Genius 10!
        ",ADK,10,4.5,0,0,1,0,6
the-princess-and-the-pilot,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The war between the Levamme Empire and the Amatsukami Imperium has been raging for years. In the midst of this struggle, the prince of the Levamme Empire declares his love for Juana del Moral and vows to end the war in one year, as part of his marriage proposal. When the Amatsukami catch wind of this, they assault the del Moral residence, targeting Juana's life. As a last-ditch effort to bring the prince his bride, the San Maltilia Airforce employs a mercenary of mixed blood—a bestado—to fly Juana to the prince in secret.
          ",NIS America,1,4.5,0,1,2,5,8
the-promised-neverland,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The one adored as the mother is not the real parent.  
The people living here together are not actual siblings.  
 
The Gracefield House is where orphaned children live.  
An irreplaceable home where 38 siblings and Mom live happy lives, even with no blood relations.  
 
However, their everyday life suddenly came to an abrupt end one day...
          ",Aniplex of America::yakusoku no neverland,10,5,4,1,2,7,150
the-quintessential-quintuplets,Nisekoi::GAMERS!::KARAKAI JOZU NO TAKAGI-SAN::I Can't Understand What My Husband Is Saying,"
            Uesugi Fuutarou, a high school second-year from a poor family, receives a highly appealing offer to work part-time as a tutor... but his students turn out to be girls from his own class! What's more, they're quintuplets... and all five are beautiful, but happen to be problem students who have borderline grades and hate studying! Looks like his first assignment will be to win all the sisters' trust?! Every day is a wild party in this rom-com centering around the quintuplet sisters of the Nakano household!
          ",TBS::romance::comedy::slice of life::gotoubun no hanayome,10,4.5,1,3,2,5,27
the-reflection,Hand Shakers::Bloodivores::Hakata Tonkotsu Ramens::Girly Air Force,"
            After THE REFLECTION, some of the people in all parts of the world are discovered with super powers. Some become heroes, and others villains.  How did The Reflection happen? What was the cause of it? With many unsolved mysteries, the world is lead into turmoil.
          ",Studio Deen::action::crunchyroll co-production,12,3.5,6,9,4,10,12
the-rising-of-the-shield-hero,Alderamin on the Sky::SAIYUKI RELOAD BLAST::That Time I Got Reincarnated as a Slime::Fate/Zero,"
            Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero. 
Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world.  
But will he really find a way to overturn this desperate situation?
          ",Kadokawa Pictures Inc.::fantasy::action::adventure::isekai,20,5,10,4,9,26,442
the-royal-tutor,Taisho Mebiusline Chicchaisan::Angolmois: Record of Mongol Invasion::Gifu Dodo!! Kanetsugu and Keiji::SENGOKUCHOJYUGIGA,"
            The ""Royal Tutor"" is a special tutor carefully selected for the task of teaching the prince, and a title given only to the best teacher in the nation. Heine Wittgenstein has been called to the kingdom of Glanzreich to take on the role of the Royal Tutor. He's been ordered to raise a worthy candidate for the throne, but he's greeted with four princes of completely different, unique personalities... all brothers, no less! How will Heine handle these four brothers who were too much for all the previous Royal Tutors, prompting them all to run away from the job?
          ",TV TOKYO::the royal tutor::shoujo::historical::oushitsu kyoushi heine,13,4.5,0,1,7,16,47
the-ryuos-work-is-never-done,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The protagonist opens his door to find himself face-to- face with a sadist... 
""I've come to be made your pupil, like you promised!"" 
Kuzuryu Yaichi holds one of the highest titles in the shogi world, ""Ryuo"", at the age of 16. The girl who has shown up at his front door is Hinatsuru Ai, a nine-year- old in the third grade. 
""Huh? Pupil? What?"" 
""Don't you remember?"" 
Though he doesn't remember her, the duo's life together thus begins. Eventually, Ai's honest enthusiasm helps Yaichi rediscover the passion he had begun to lose.
          ",Showgate::the ryuo's work is never done!::ryuuou no oshigoto!::ryuo no oshigoto,12,4,7,3,4,12,20
the-severing-crime-edge,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            “I want to cut you.” 
The young boy, Haimura Kiri, loved to cut women’s hair, and one day he happened by a western mansion on his way home from school where he met a girl with long, beautiful hair, Mushanokouji Iwai. Her hair was cursed so that no scissors could cut it. 
“Killers”, “Killing Goods”, “The Queen of Hair”—Kiri was confused by all these unfamiliar terms circling Iwai, but…? 
Let the love-battle story of boys and girls who possess the blood of Killers and their Killing Goods begin!
          ",Media Factory::anime::dansai bunri crime edge::the severing crime edge,13,4,0,2,9,10,23
the-silver-guardian,Spiritpact::CHRONOS RULER::THE IDOLM@STER Side M::Caligula,"
            The protagonist, Riku Suigin is a pro-level gamer. The heroine, Riku Rei, knows of this and is the most beautiful girl in school and also loves video games. Suigin receives a device to play a net game called “Grave Buster” from Rei, but Rei is suddenly kidnapped. When Rei puts his hand on the device, he’s sucked into the world of the game. And in that world, a battle between the tomb raiders and tomb protectors for the tomb of the mother goddess Bango’s tomb has been going on for 1000 years.
          ",EMON::the silver guardian::action::shoujo::gin no guardian,18,3,27,19,10,6,28
the-sprites-of-floria,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            After an invasion by the Vivolian army, the Sprite Himawari and her childhood friend Tsubaki flee their homeland of Floria for the town of Romton. There, they live out their lives in peace... for a time. 
 
One day, Himawari's friend and fellow Sprite Ajisai is kidnapped by mysterious strangers. Now Himawari and detective Tsubaki set out to rescue her, but find the dreaded Vivolians standing in their way!
          ",Mixi,1,2.5,2,0,1,0,1
the-tenth-prism-motion-manga,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            A strong country, the “Kingdom of Bones” invades the world. A young man, Tsunashi, who is born to save the world as The Swordsman of Light agonizes over his fate. His powers are awakened with the sacrifice of the life of his best friend. Tsunashi begins his journey to fight against Kingdom of Bones alone. This epic fantasy is written by Masahito Soda.
          ",Shift-One,8,4,0,0,1,0,1
the-third-the-girl-with-the-blue-eye,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            In a devastated world overrun by monstrous bugs and ravaged by outlaws, there's only one person to call when you really need a job done right: Honoka. With a sixth sense for danger, sword skills second to none, and a smart-aleck A.I. tank by the name of Bogie, she's ready to tackle any job and solve any problem for her clients. But while crossing the desert one night, she finds a young man alone in the wasteland. It's the first step of a journey that will challenge even Honoka's amazing skills to their very limit!
          ",Nozomi Entertainment,24,4.5,0,0,0,3,2
the-tower-of-druaga-the-aegis-of-uruk-,Yonna in the Solitary Fortress::Fairy Tail::Fairy Musketeers::Hozuki's Coolheadedness,"
            The long awaited “Summer of Anu” has come. 
 
It is a season that comes but once every few years and during which the powers of the monsters within the Tower wane thanks to the grace of the great god Anu. 
 
Each Summer of Anu, the armies of the Uruk Kingdom secure their strongholds within the Tower, aiming to eventually conquer the upper floors. 
 
Decades of re-fortification and battle have passed since the infamous adventures of Gil and Ki. Their story has now become a legend. 
 
Now, finally, the third Summer of Anu has arrived. 
 
The city of Meskia - the first stronghold built on the first level of the Tower - is brimming with unprecedented expectation. In addition to the Uruk Army, preparing for their third campaign against Druaga, innumerable adventurers have been drawn to Meskia by rumors of a legendary treasure believed to be hidden on the top floor of the Tower... 
 
Translation and subtitles by GDH and BOST 
(C)NBGI/Izumi Project
          ",GONZO::anime::tower of druaga::the aegis of uruk::adventure::comedy::fantasy::magic::gonzo::druaga no tou,13,4.5,41,15,50,248,1893
the-tower-of-druaga-the-sword-of-uruk-,Re:ZERO -Starting Life in Another World-::Re:ZERO -Starting Life in Another World- Shorts::Fairy Tail::The Tower of DRUAGA -the Aegis of URUK-,"
            Why do people climb the Tower for the things they seek?  
 
It has been 80 years since the legend of King Gilgamesh.  
 
The impregnable walls of the Tower of DRUAGA have returned again, along with a new evil force.  
 
Jil and his legendary band of followers must journey to the top of the Tower of DRUAGA, defeat the evil forces that lie ahead of them and obtain the mysterious treasure known as the ""Blue Crystal Rod.""  
However, Jil might lose everything in the process.  And what is his beloved Kaya seeking? And what could she possibly wish for once they obtain the ""Blue Crystal Rod?"" 
 
With broken spirits and enigmatic questions that hold no answers lingering, Jil is still trying to figure everything out.  Then, a mysterious girl named Kai appears before him and says: “Take me to the top of the tower.”  
 
Kai’s request shrouded in ambiguity, Jil will have another chance to work towards completing his destiny and ascend the Tower.  With his hopes and aspirations seemingly slipping out of his hands, Jil must rise to the challenge once again on this never-ending adventure.
          ",GONZO::anime::tower of druaga::the sword of uruk::adventure::comedy::fantasy::magic::gonzo::druaga no tou,13,4.5,31,9,59,206,1338
